pi_stress --duration=5 
04-05-2018 00:23:30

# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)   0.541 us    |                      } /* page_remove_rmap */
 0)               |  finish_task_switch() {
 0)   ==========> |
 0)               |    omap_intc_handle_irq() {
 0)               |      __handle_domain_irq() {
 0)               |        irq_enter() {
 0)               |          rcu_irq_enter() {
 0)   0.917 us    |            rcu_irq_enter.part.21();
 0)   4.167 us    |          }
 0)   0.500 us    |          preempt_count_add();
 0) + 10.875 us   |        }
 0)   1.125 us    |        irq_find_mapping();
 0)               |        generic_handle_irq() {
 0)               |          handle_level_irq() {
 0)   0.459 us    |            preempt_count_add();
 0)               |            mask_irq.part.2() {
 0)               |              irq_gc_mask_disable_reg() {
 0)   0.750 us    |                arm_heavy_mb();
 0)   4.792 us    |              }
 0)   8.125 us    |            }
 0)               |            omap_mask_ack_irq() {
 0)               |              irq_gc_mask_disable_reg() {
 0)   0.459 us    |                arm_heavy_mb();
 0)   3.416 us    |              }
 0)   6.417 us    |            }
 0)   0.458 us    |            irq_may_run();
 0)               |            handle_irq_event() {
 0)   0.458 us    |              preempt_count_sub();
 0)               |              handle_irq_event_percpu() {
 0)               |                __handle_irq_event_percpu() {
 0)               |                  omap2_gp_timer_interrupt() {
 0)               |                    hrtimer_interrupt() {
 0)   0.708 us    |                      preempt_count_add();
 0)               |                      ktime_get_update_offsets_now() {
 0)   0.667 us    |                        clocksource_read_cycles();
 0)   4.583 us    |                      }
 0)               |                      raise_softirq_irqoff() {
 0)   0.917 us    |                        do_raise_softirq_irqoff();
 0)   4.209 us    |                      }
 0)               |                      __hrtimer_run_queues.constprop.5() {
 0)   0.459 us    |                        __next_base();
 0)   0.500 us    |                        __next_base();
 0)   8.334 us    |                      }
 0)               |                      __hrtimer_get_next_event() {
 0)               |                        __hrtimer_next_event_base() {
 0)   0.750 us    |                          __next_base();
 0)   0.458 us    |                          __next_base();
 0)   6.959 us    |                        }
 0) + 10.500 us   |                      }
 0)   0.500 us    |                      preempt_count_sub();
 0)               |                      tick_program_event() {
 0)               |                        clockevents_program_event() {
 0)               |                          ktime_get() {
 0)   0.625 us    |                            clocksource_read_cycles();
 0)   3.667 us    |                          }
 0)   0.875 us    |                          omap2_gp_timer_set_next_event();
 0) + 10.333 us   |                        }
 0) + 13.959 us   |                      }
 0) + 64.750 us   |                    }
 0) + 68.292 us   |                  }
 0) + 71.500 us   |                }
 0)   1.167 us    |                note_interrupt();
 0) + 81.375 us   |              }
 0)   0.500 us    |              preempt_count_add();
 0) + 91.209 us   |            }
 0)               |            unmask_irq.part.4() {
 0)               |              irq_gc_unmask_enable_reg() {
 0)   0.458 us    |                arm_heavy_mb();
 0)   3.333 us    |              }
 0)   6.541 us    |            }
 0)   0.500 us    |            preempt_count_sub();
 0) ! 134.542 us  |          }
 0) ! 138.708 us  |        }
 0)               |        irq_exit() {
 0)   0.500 us    |          preempt_count_sub();
 0)               |          wakeup_timer_softirqd() {
 0)               |            wake_up_process() {
 0)               |              try_to_wake_up() {
 0)   0.458 us    |                preempt_count_add();
 0)   0.458 us    |                preempt_count_add();
 0)   0.750 us    |                update_rq_clock();
 0)               |                activate_task() {
 0)               |                  enqueue_task_rt() {
 0)               |                    dequeue_rt_stack() {
 0)   0.458 us    |                      dequeue_top_rt_rq.constprop.9();
 0)   3.583 us    |                    }
 0)   0.541 us    |                    preempt_count_add();
 0)   0.458 us    |                    preempt_count_sub();
 0)   0.458 us    |                    enqueue_top_rt_rq.constprop.11();
 0) + 17.542 us   |                  }
 0) + 20.958 us   |                }
 0)               |                check_preempt_curr() {
 0)   0.542 us    |                  resched_curr();
 0)   3.584 us    |                }
 0)   1.334 us    |                ttwu_do_wakeup.part.20();
 0)   0.500 us    |                preempt_count_sub();
 0)   0.459 us    |                preempt_count_sub();
 0) + 50.708 us   |              }
 0) + 53.958 us   |            }
 0) + 57.292 us   |          }
 0)   0.458 us    |          idle_cpu();
 0)               |          rcu_irq_exit() {
 0)   0.458 us    |            rcu_irq_exit.part.20();
 0)   3.292 us    |          }
 0) + 74.125 us   |        }
 0) ! 236.709 us  |      }
 0) ! 240.834 us  |    }
 0)   <========== |
 0)   0.459 us    |    preempt_count_sub();
 0) ! 248.750 us  |  }
 0)               |  preempt_count_sub() {
 0)               |    rcu_note_context_switch() {
 0)   0.500 us    |      rcu_sched_qs();
 0)   0.500 us    |      rcu_preempt_qs();
 0)   6.667 us    |    }
 0)   0.459 us    |    preempt_count_add();
 0)   0.458 us    |    update_rq_clock();
 0)   0.500 us    |    pick_next_task_dl();
 0)               |    pick_next_task_rt() {
 0)               |      put_prev_task_fair() {
 0)               |        put_prev_entity() {
 0)               |          update_curr() {
 0)   0.500 us    |            update_min_vruntime();
 0)               |            cpuacct_charge() {
 0)   0.459 us    |              __rcu_read_lock();
 0)   0.500 us    |              __rcu_read_unlock();
 0)   7.125 us    |            }
 0) + 13.833 us   |          }
 0)   0.458 us    |          check_spread();
 0)   0.583 us    |          __enqueue_entity();
 0)   0.500 us    |          dbs_update_util_handler();
 0) + 26.833 us   |        }
 0) + 30.083 us   |      }
 0) + 32.958 us   |    }
 0)   0.459 us    |    switch_kmaps();
 0)               |    atomic_notifier_call_chain() {
 0)   0.458 us    |      __rcu_read_lock();
 0)               |      notifier_call_chain() {
 0)   0.541 us    |        vfp_notifier();
 0)   0.500 us    |        thumbee_notifier();
 0)   6.875 us    |      }
 0)   0.458 us    |      __rcu_read_unlock();
 0) + 17.125 us   |    }
 ------------------------------------------
 0) kworker-28175  =>   ktimers-8   
 ------------------------------------------

 0)               |    finish_task_switch() {
 0)   0.500 us    |      preempt_count_sub();
 0)   3.500 us    |    }
 0)   0.417 us    |    preempt_count_sub();
 0) # 2154.167 us |  } /* schedule */
 0)   0.542 us    |  preempt_count_add();
 0)   0.500 us    |  kthread_should_stop();
 0)   0.458 us    |  kthread_should_park();
 0)   0.459 us    |  ktimer_softirqd_should_run();
 0)   0.500 us    |  preempt_count_sub();
 0)               |  run_ksoftirqd() {
 0)               |    do_current_softirqs() {
 0)   0.458 us    |      rt_spin_lock();
 0)               |      hrtimer_run_softirq() {
 0)   0.500 us    |        preempt_count_add();
 0)               |        ktime_get_update_offsets_now() {
 0)   0.917 us    |          clocksource_read_cycles();
 0)   4.041 us    |        }
 0)               |        __hrtimer_run_queues.constprop.5() {
 0)   0.458 us    |          __next_base();
 0)   1.083 us    |          __remove_hrtimer();
 0)   0.500 us    |          preempt_count_sub();
 0)               |          hrtimer_wakeup() {
 0)               |            wake_up_process() {
 0)               |              try_to_wake_up() {
 0)   0.500 us    |                preempt_count_add();
 0)               |                __task_rq_lock() {
 0)   0.750 us    |                  preempt_count_add();
 0)   4.292 us    |                }
 0)   0.833 us    |                update_rq_clock();
 0)   0.500 us    |                check_preempt_curr();
 0)   0.792 us    |                ttwu_do_wakeup.part.20();
 0)   0.458 us    |                preempt_count_sub();
 0)   0.458 us    |                preempt_count_sub();
 0) + 27.500 us   |              }
 0) + 30.666 us   |            }
 0) + 34.125 us   |          }
 0)   0.500 us    |          preempt_count_add();
 0)   0.500 us    |          __next_base();
 0) + 54.666 us   |        }
 0)               |        __hrtimer_get_next_event() {
 0)               |          __hrtimer_next_event_base() {
 0)   0.458 us    |            __next_base();
 0)   0.459 us    |            __next_base();
 0)   6.541 us    |          }
 0) + 10.458 us   |        }
 0)   0.500 us    |        hrtimer_reprogram.constprop.8();
 0)   0.459 us    |        preempt_count_sub();
 0)               |        __wake_up() {
 0)               |          __wake_up_common_lock() {
 0)   0.500 us    |            rt_spin_lock();
 0)   0.542 us    |            __wake_up_common();
 0)   0.458 us    |            rt_spin_unlock();
 0)   9.916 us    |          }
 0) + 13.042 us   |        }
 0) ! 104.666 us  |      }
 0)   0.458 us    |      rt_spin_unlock();
 0) ! 116.625 us  |    }
 0)   0.500 us    |    rcu_all_qs();
 0) ! 123.875 us  |  }
 0)   0.500 us    |  preempt_count_add();
 0)   0.500 us    |  kthread_should_stop();
 0)   0.500 us    |  kthread_should_park();
 0)   0.458 us    |  ktimer_softirqd_should_run();
